id,street,city,state,postalcode,Google/street,Google/city,Google/state,Google/postalcode
1205096,"1-25 JUNIUS STREET, AKA 1738 EAST NEW YORK AVENUE",BROOKLYN,NY,,"125 Junius Street",Brooklyn,"New York",11212
1205097,"1-3 REMSEN RD",YONKERS,NY,,"1 Remsen Road",Yonkers,"New York",10710
1205098,"1-7 MAIN STREET",TARRYTOWN,NY,,"1 Main Street",Tarrytown,"New York",10591
1205099,"1-7 WEST BURNSIDE AVENUE",BRONX,NY,10453,"1 West Burnside Avenue",Bronx,"New York",10453
1205100,"1-9 EAST 170TH ST.",BRONX,NY,,"1 East 170th Street",Bronx,"New York",10452
1205101,"1-9 WEST FORDHAM STREET",BRONX,NY,,"1 West Fordham Road",Bronx,"New York",10468
1205102,"1/5/7/9 WEST 137TH ST.","NEW YORK",NY,,"9 West 137th Street","New York","New York",10037
1205103,"10 BAYLEY AVE",YONKERS,NY,,"10 Bayley Avenue",Yonkers,"New York",10705
1205104,"10 BOWERY","NEW YORK",NY,,"10 Bowery","New York","New York",10013
1205105,"10 BROCKWAY PLACE","WHITE PLAINS",NY,,"10 Brockway Place","White Plains","New York",10601
1205106,"10 COTTAGE PLACE","WHITE PLAINS",NY,,"10 Cottage Place","White Plains","New York",10601
1205107,"10 DOWNING STREET","NEW YORK",NY,,"10 Downing Street","New York","New York",10014
1205108,"10 EAST 10TH STREET","NEW YORK",NY,,"10 East 10th Street","New York","New York",10003
1205109,"10 EAST 138TH STREET","NEW YORK",NY,,"10 East 138th Street","New York","New York",10037
1205110,"10 EAST 16TH STREET","NEW YORK",NY,,"10 East 16th Street","New York","New York",10003
1205111,"10 EAST 29TH STREET","NEW YORK",NY,,"10 East 29th Street","New York","New York",10016
1205112,"10 EAST 30TH STREET","NEW YORK",NY,,"10 East 30th Street","New York","New York",10016
1205113,"10 FIFTH AVE","NEW YORK",NY,,"10 5th Avenue","New York","New York",10011
1205114,"10 FRANKLIN AVE","WHITE PLAINS",NY,,"10 Franklin Avenue","White Plains","New York",10601
1205115,"10 HANOVER PLACE",BROOKLYN,NY,11201,"10 Hanover Place",Brooklyn,"New York",11201
1205116,"10 HANOVER PLACE",BROOKLYN,NY,11201,"10 Hanover Place",Brooklyn,"New York",11201
1205117,"10 HARRISON STREET","NEW YORK",NY,,"10 Harrison Street","New York","New York",10013
1205118,"10 HEMINGWAY AVE","NEW ROCHELLE",NY,,"10 Heminway Avenue","New Rochelle","New York",10801
1205119,"10 HEMINWAY AVENUE","NEW ROCHELLE",NY,,"10 Heminway Avenue","New Rochelle","New York",10801
1205120,"10 JAMISON COURT","WEST HARRISON",NY,,"10 Jamison Court",Harrison,"New York",10604
1205121,"10 NORTH BROADWAY","WHITE PLAINS",NY,,"10 North Broadway","White Plains","New York",10601
1205122,"10 NORTH BROADWAY","WHITE PLAINS",NY,,"10 North Broadway","White Plains","New York",10601
1205123,"10 OLD JACKSON AVE.","HASTINGS ON HUD",NY,10706,"10 Old Jackson Avenue",Hastings-on-Hudson,"New York",10706
1205124,"10 OLD MAMARONECK RD","WHITE PLAINS",NY,,"10 Old Mamaroneck Road","White Plains","New York",10605
1205125,"10 PALISADES AVE.",YONKERS,NY,10701,"10 Palisade Avenue",Yonkers,"New York",10701
1205126,"10 RINALDI BOULEVARD",POUGHKEEPSIE,NY,,"10 Rinaldi Boulevard",Poughkeepsie,"New York",12601
1205127,"10 RUTGER STREET","NEW YORK",NY,,"10 Rutgers Street","New York","New York",10002
1205128,"10 SCHOOL STREET",RYE,NY,,"10 School Street",Rye,"New York",10580
1205129,"10 ST. JOSEPH'S AVENUE",YONKERS,NY,10703,"10 Saint Josephs Avenue",Yonkers,"New York",10703
1205130,"10 VAN CORTLANDT AVE EAST",BRONX,NY,,"10 Van Cortlandt Avenue East",Bronx,"New York",10468
1205131,"10 WEST 86TH ST.","NEW YORK",NY,10024,"10 West 86th Street","New York","New York",10024
1205132,"10 WEST 9TH STREET","NEW YORK",NY,,"10 West 9th Street","New York","New York",10011
1205133,"10-02 45TH AVE","LONG IS CITY",NY,,"10-21 45th Avenue",Queens,"New York",11101
1205134,"10-12 PINE COURT","NEW ROCHELLE",NY,,"10 Pine Court","New Rochelle","New York",10801
1205135,"10-14 GLENCAR AVE","NEW ROCHELLE",NY,,"10 Glencar Avenue","New Rochelle","New York",10801
1205136,"10-20 MONTGOMERY STREET",HILLSIDE,NJ,
1205137,"10-20 POST AVE.","NEW YORK",NY,10034
1205138,"100 CENTRAL AVE.","STATEN ISLAND",NY,10301
1205139,"100 CHALLENGER RD","RIDGEFIELD PARK",NJ,
1205140,"100 DYCKMAN STREET","NEW YORK",NY,
1205141,"100 EAST 111TH STREET","NEW YORK",NY,10029
1205142,"100 EAST 66TH STREET, AKA 633/35 PARK AVE.","NEW YORK",NY,10021
1205143,"100 GREENE STREET","NEW YORK",NY,
1205144,"100 JAY STREET",BROOKLYN,NY,
1205145,"100 KENMARE STREET","NEW YORK",NY,
1205146,"100 LANDING AVENUE",SMITHTOWN,NY,11787
1205147,"100 LAWN TERRACE",MAMARONECK,NY,
1205148,"100 LEFFERTS AVE",BROOKLYN,NY,
1205149,"100 LINWOOD PLAZA","FORT LEE",NJ,
1205150,"100 MAIN STREET","WHITE PLAINS",NY,10601
1205151,"100 MAMARONECK AVENUE",MAMARONECK,NY,10543
1205152,"100 MARBLEDALE RD",TUCKAHOE,NY,
1205153,"100 MESEROLE AVE.",BROOKLYN,NY,
1205154,"100 MIDLAND AVE","PORT CHESTER",NY,
1205155,"100 NORTH 3RD STREET",BROOKLYN,NY,
1205156,"100 OVERLOOK CIRCLE","NEW ROCHELLE",NY,10803
1205157,"100 OVERLOOK TERRACE","NEW YORK",NY,
1205158,"100 OVERLOOK TERRACE","NEW YORK",NY,
1205159,"100 PARKWAY ROAD",BRONXVILLE,NY,
1205160,"100 RALPH AVE",BROOKLYN,NY,
1205161,"100 ST. NICHOLAS AVE","NEW YORK",NY,
1205162,"100 TOWN HILL RD #408",NANUET,NY,
1205163,"100 VAN COURTLANDT PARK SO.",BRONX,NY,10463
1205164,"100 WEST 119TH STREET","NEW YORK",NY,
1205165,"100 WEST 134TH STREET","NEW YORK",NY,
1205166,"100 WEST 15TH STREET","NEW YORK",NY,
1205167,"100 WEST 23RD STREET","NEW YORK",NY,
1205168,"100 WEST 58TH STREET","NEW YORK",NY,
1205169,"100 WEST 74TH STREET","NEW YORK",NY,
1205170,"100 WEST 92ND STREET","NEW YORK",NY,
1205171,"100-02 ROCKAWAY BLVD","OZONE PARK",NY,
1205172,"100-18 39TH AVE",CORONA,NY,
1205173,"100/10 EAST 188TH STREET",BRONX,NY,10468
1205174,"1000 BAYCHESTER AVENUE",BRONX,NY,
1205175,"1000 GRAND CONCOURSE",BRONX,NY,
1205176,"1000 S EIGHT AVENUE","NEW YORK",NY,
1205177,"1000 SAW MILL RIVER RD",YONKERS,NY,
1205178,"1000 SIMPSON STREET",BRONX,NY,
1205179,"1000 SIXTH AVENUE","NEW YORK",NY,
1205180,"1000 SUTTER AVE.",BROOKLYN,NY,11208
1205181,"1001 AVE. OF THE AMERICAS, 6TH FLOOR","NEW YORK",NY,10018
1205182,"1001 INTERVALE AVE",BRONX,NY,
1205183,"1001 SPRINGFIELD AVE",IRVINGTON,NJ,
1205184,"1002 OLD COUNTRY RD","GARDEN CITY",NY,
1205185,"1003-07 GRANT AVENUE",BRONX,NY,
1205186,"1006 INTERVALE AVENUE",BRONX,NY,
1205187,"1007 LEXINGTON AVE","NEW YORK",NY,
1205188,"1008 MORRIS PARK AVE",BRONX,NY,
1205189,"1008-1012 SUMMIT AVENUE",BRONX,NY,
1205190,"1008-12 SUMMIT AVE",BRONX,NY,
1205191,"1009 MADISON AVENUE","NEW YORK",NY,10021
1205192,"101 EAST 123RD STREET","NEW YORK",NY,
1205193,"101 EAST 144TH STREET",BRONX,NY,
1205194,"101 EAST 144TH STREET",BRONX,NY,
1205195,"101 EAST 144TH STREET",BRONX,NY,
1205196,"101 EAST 69TH STREET","NEW YORK",NY,10021
1205197,"101 NORTH BROADWAY",YONKERS,NY,10701
1205198,"101 OLD MAMARONECK ROAD","WHITE PLAINS",NY,
1205199,"101 ROUTE 9W","WEST HAVERSTRAW",NY,
1205200,"101 SOUTH OXFORD STREET",BROOKLYN,NY,
1205201,"101 THEALL ROAD",RYE,NY,
1205202,"101 TOMPKINS AVE","STATEN ISLAND",NY,
1205203,"101 VAN BUREN STREET",BROOKLYN,NY,
1205204,"101 WARREN STREET, AKA 401 HICKS STREET",BROOKLYN,NY,
1205205,"101 WEST 117TH STREET","NEW YORK",NY,10026
1205206,"101 WEST 145TH STREET","NEW YORK",NY,10039
1205207,"101 WEST 55TH STREET","NEW YORK",NY,
1205208,"101-112 TOWNHILL RD",NANUET,NY,
1205209,"101-32 101ST STREET","OZONE PARK",NY,
1205210,"1010 FAILE STREET",BRONX,NY,10467
1205211,"1010 RUTLAND RD",BROOKLYN,NY,
1205212,"1010 SHERMAN AVENUE",BRONX,NY,10456
1205213,"1010 SOUTHERN BLVD.",BRONX,NY,
1205214,"1011 CARROLL PLACE",BRONX,NY,
1205215,"1011 CASTLE HILL AVE",BRONX,NY,10472
1205216,"1011 RUTLAND RD",BROOKLYN,NY,
1205217,"1011 SOUTHERN BLVD.",BRONX,NY,10459
1205218,"1011 WASHINGTON AVE",BRONX,NY,
1205219,"1012 FAILE STREET",BRONX,NY,10467
1205220,"1014 FAILE STREET",BRONX,NY,10467
1205221,"1015 BOYNTON AVE",BRONX,NY,
1205222,"1015 FAILE STREET",BRONX,NY,10467
1205223,"1015 PUTNAM AVE",BROOKLYN,NY,
1205224,"1016 EAST 174TH STREET",BRONX,NY,
1205225,"1016 EDISON AVENUE",BRONX,NY,10465
1205226,"1016 FAILE STREET",BRONX,NY,10467
1205227,"1016 LEXINGTON AVE","NEW YORK",NY,
1205228,"1017 FAILE STREET",BRONX,NY,10467
1205229,"1018 FAILE STREET",BRONX,NY,10467
1205230,"1019 FAILE STREET",BRONX,NY,10467
1205231,"102 CENTRE AVE","NEW ROCHELLE",NY,
1205232,"102 EAST 31ST STREET","NEW YORK",NY,
1205233,"102 WEST 137TH STREET","NEW YORK",NY,
1205234,"102-05 32ND AVE","EAST ELMHURST",NY,
1205235,"102-06 FIRST AVE. (6TH ST)","NEW YORK",NY,10009
1205236,"102-10 QUEENS BLVD","FOREST HILLS",NY,
1205237,"1020 AMSTERDAM AVE. 110TH ST.","NEW YORK",NY,10025
1205238,"1020 FAILE STREET",BRONX,NY,10467
1205239,"1020 MONROE AVENUE",BRONX,NY,
1205240,"1020 SUMMIT AVENUE",BRONX,NY,
1205241,"1020 WARBURTON AVE",YONKERS,NY,
1205242,"1021 FAILE STREET",BRONX,NY,10467
1205243,"1021 SAW MILL RIVER RD",YONKERS,NY,
1205244,"1022 FAILE STREET",BRONX,NY,10467
1205245,"1023 AVE OF THE AMERICAS","NEW YORK",NY,
1205246,"1023 FAILE STREET",BRONX,NY,10467
1205247,"1025 COVE ROAD",MAMARONECK,NY,
1205248,"1025 ESPLANADE AVE.",BRONX,NY,10461
1205249,"1025 FAILE STREET",BRONX,NY,10467
1205250,"1025 SAW MILL RIVER RD",YONKERS,NY,
1205251,"1029 FAILE STREET",BRONX,NY,10467
1205252,"103 HALSEY STREET",BROOKLYN,NY,
1205253,"103 WEST 118TH STREET","NEW YORK",NY,
1205254,"103 WEST 118TH STREET","NEW YORK",NY,
1205255,"103 WEST 28TH STREET","NEW YORK",NY,
1205256,"103-39 98TH STREET","OZONE PARK",NY,
1205257,"103-53 101ST STREET","OZONE PARK",NY,
1205258,"1030 86TH STREET",BROOKLYN,NY,11228
1205259,"1030 FAILE STREET",BRONX,NY,10467
1205260,"1030 OLD COUNTRY ROAD","GARDEN CITY",NY,
1205261,"1030 SHERIDAN AVENUE",BRONX,NY,10451
1205262,"1031 BERGEN STREET",BROOKLYN,NY,
1205263,"1032 FAILE STREET",BRONX,NY,10467
1205264,"1034 FAILE STREET",BRONX,NY,
1205265,"1034 NORTH BROADWAY",YONKERS,NY,
1205266,"1035 BOYNTON AVE",BRONX,NY,
1205267,"1035 E. BOSTON POST ROAD",MAMARONECK,NY,10543
1205268,"1035 EAST BOSTON POST RD",MAMARONECK,NY,
1205269,"1035 FIFTH AVENUE","NEW YORK",NY,
1205270,"1035 HALL PLACE",BRONX,NY,
1205271,"1035 LONGWOOD AVENUE",BRONX,NY,
1205272,"1036 FAILE STREET",BRONX,NY,10467
1205273,"1036 INTERVALE AVE",BRONX,NY,
1205274,"1036 LEXINGTON AVE","NEW YORK",NY,
1205275,"1037 FAILE STREET",BRONX,NY,10467
1205276,"1039 FAILE STREET",BRONX,NY,10467
1205277,"1039 INTERVALE AVE",BRONX,NY,
1205278,"104 3RD AVENUE","NEW YORK",NY,10003
1205279,"104 DELANCEY STREET","NEW YORK",NY,
1205280,"104 EAST 17TH STREET","NEW YORK",NY,
1205281,"104 EAST 17TH STREET","NEW YORK",NY,10003
1205282,"104 EAST 40TH STREET","NEW YORK",NY,10016
1205283,"104 GOLD STREET",BROOKLYN,NY,
1205284,"104 PERRY STREET","NEW YORK",NY,
1205285,"104 WEST 122ND STREET","NEW YORK",NY,
1205286,"104 WEST 40TH","NEW YORK",NY,
1205287,"104-01 FOSTER AVENUE ",BROOKLYN,NY,11236
1205288,"104-14 186TH ST.","ST. ALBANS",NY,11412
1205289,"1040 GRAND CONCOURSE",BRONX,NY,
1205290,"1041 PUGSLEY AVE",BRONX,NY,10462
1205291,"1041 PUGSLEY AVENUE",BRONX,NY,10472
1205292,"1041 UNIVERSITY AVENUE",BRONX,NY,
1205293,"1041/1055 FINDLAY AVENUE",BRONX,NY,
1205294,"1042 FAILE STREET",BRONX,NY,10467
1205295,"1043 FAILE STREET",BRONX,NY,10467
1205296,"1044 MORRIS AVE",BRONX,NY,
1205297,"1045 FAILE STREET",BRONX,NY,10467
1205298,"1045 FIRST AVENUE","NEW YORK",NY,10022
1205299,"1045 WEBSTER AVE",BRONX,NY,
1205300,"1046 FAILE STREET",BRONX,NY,10467
1205301,"1047 FAILE STREET",BRONX,NY,10467
1205302,"1049 FAILE STREET",BRONX,NY,10467
1205303,"1049 GRAND CONCOURSE",BRONX,NY,
1205304,"1049 SAW MILL RIVER RD",YONKERS,NY,
1205305,"105 EAST 116TH STREET","NEW YORK",NY,
1205306,"105 EAST 37TH STREET","NEW YORK",NY,10016
1205307,"105 GARTH ROAD",SCARSDALE,NY,
1205308,"105 WEST 117TH STREET","NEW YORK",NY,10026
1205309,"105 WEST 188TH STREET, AKA 101/107 FATHER ZEISER PL",BRONX,NY,10468
1205310,"105 WEST 188TH STREET",BRONX,NY,
1205311,"105-10 QUEENS BLVD.","FOREST HILLS",NY,10314
1205312,"105-145 WEST 168TH STREET",BRONX,NY,
1205313,"105-34 ROCKAWAY BLVD",QUEENS,NY,
1205314,"1050 HOE AVENUE",BRONX,NY,10459
1205315,"1050 LOWELL STREET","BRONX, NY",NY,
1205316,"1050 WESTCHESTER AVE",BRONX,NY,10459
1205317,"1051 EASTERN PARKWAY",BROOKLYN,NY,
1205318,"1051 FAILE STREET",BRONX,NY,10467
1205319,"1051 RIVERSIDE DRIVE, 5TH FLOOR","NEW YORK",NY,
1205320,"1053 SECOND AVENUE","NEW YORK",NY,
1205321,"1053 WEST BOSTON POST RD",MAMARONECK,NY,
1205322,"1053 YONKERS AVE",YONKERS,NY,
1205323,"1054 WALTON AVENUE",MAMARONECK,NY,10543
1205324,"1055 BRONX RIVER AVE.",BRONX,NY,10472
1205325,"1055 EAST TREMONT AVE",BRONX,NY,
1205326,"1057 CLAY AVENUE",BRONX,NY,10456
1205327,"1057 FULTON ST.",BROOKLYN,NY,
1205328,"1057 HOE AVE",BRONX,NY,
1205329,"1057 HOE AVE.",BRONX,NY,10469
1205330,"106 CALVERT ST.",HARRISON,NY,10528
1205331,"106 CANAL STREET","NEW YORK",NY,
1205332,"106 EAST 17TH STREET","NEW YORK",NY,
1205333,"106 EAST 17TH STREET","NEW YORK",NY,10003
1205334,"106 LOCUST HILL AVE",YONKERS,NY,
1205335,"106 MORNINGSIDE DRIVE","NEW YORK",NY,
1205336,"106 PERRY STREET","NEW YORK",NY,
1205337,"106 PINEHURST AVENUE","NEW YORK",NY,10033
1205338,"106 WEST 116TH STREET","NEW YORK",NY,
1205339,"106 WEST 116TH STREET","NEW YORK",NY,
1205340,"106 WEST 117TH STREET","NEW YORK",NY,10026
1205341,"106 WEST 123RD STREET","NEW YORK",NY,
1205342,"106 WEST 137TH STREET","NEW YORK",NY,
1205343,"106 WEST 142ND STREET","NEW YORK",NY,
1205344,"106 WEST 71ST STREET","NEW YORK",NY,
1205345,"1060 AMSTERDAM AVENUE","NEW YORK",NY,
1205346,"1060 SHERMAN AVE",BRONX,NY,
1205347,"1061 HALL PLACE",BRONX,NY,
1205348,"1062-1144 WILMOT ROAD",SCARSDALE,NY,
1205349,"1065 GERARD AVE",BRONX,NY,
1205350,"1065 GERARD AVENUE",BRONX,NY,
1205351,"1065 GERARD AVENUE",BRONX,NY,10452
1205352,"1068 FINDLAY AVENUE",BRONX,NY,10456
1205353,"1068 FRANKLIN AVE",BRONX,NY,
1205354,"1068 GERARD AVE",BRONX,NY,
1205355,"1069 WALTON AVENUE",BRONX,NY,10452
1205356,"107 EAST 60TH STREET","NEW YORK",NY,
1205357,"107 GREENE STREET","NEW YORK",NY,
1205358,"107 WEST 4TH STREET","MT. VERNON",NY,10550
1205359,"107 WEST 75TH STREET","NEW YORK",NY,
1205360,"107-109-111 WEST 82ND STREET","NEW YORK",NY,
1205361,"107-15 71ST ROAD","FOREST HILLS",NY,
1205362,"107/11 EAST 30TH STREET","NEW YORK",NY,10016
1205363,"1070 ANDERSON AVENUE",BRONX,NY,
1205364,"1070 OLD NORTHERN BLVD",ROSLYN,NY,
1205365,"1070/76 PARK AVENUE","NEW YORK",NY,10028
1205366,"1071 BERGEN STREET",BROOKLYN,NY,
1205367,"1072 GRAND CONCOURSE",BRONX,NY,10456
1205368,"1072 GRAND CONCOURSE",BRONX,NY,
1205369,"1073 NORTHER BLVD",ROSLYN,NY,
1205370,"1074 HOME STREET",BRONX,NY,10459
1205371,"1074 LEXINGTON AVENUE","NEW YORK",NY,
1205372,"1075 BROADWAY",PLEASANTVILLE,NY,10570
1205373,"1075 GERARD AVENUE",BRONX,NY,
1205374,"1075 LONGFELLOW AVE",BRONX,NY,
1205375,"1075 OCEAN PARKWAY",BROOKLYN,NY,
1205376,"1076 FAILE STREET",BRONX,NY,
1205377,"1076 TELLER AVE",BRONX,NY,
1205378,"1077 SOUTHERN BLVD",BRONX,NY,
1205379,"1078-82 BEDFORD AVE",BROOKLYN,NY,11206
1205380,"108 EAST 123RD STREET","NEW YORK",NY,
1205381,"108 EAST 17TH STREET","NEW YORK",NY,
1205382,"108 EAST 17TH STREET","NEW YORK",NY,10003
1205383,"108 EAST 81ST STREET","NEW YORK",NY,
1205384,"108 EAST 91ST ST.","NEW YORK",NY,
1205385,"108 KNICKERBOCKER AVE",BROOKLYN,NY,
1205386,"108 SOUTH OXFORD STREET, AKA 773 FULTON STREET",BROOKLYN,NY,
1205387,"108 WEST 135TH STREET","NEW YORK",NY,
1205388,"108 WEST 75TH STREET","NEW YORK",NY,
1205389,"108-05 ASTORIA BLVD.","E. ELHMHURST",NY,
1205390,"108-10 WEST 25TH STREET","NEW YORK",NY,
1205391,"108-14 EAST 89TH ST.","NEW YORK",NY,10022
1205392,"1080 ANDERSON AVE",BRONX,NY,
1205393,"1080 LEGGETT AVE",BRONX,NY,
1205394,"1082 SOUTHERN BLVD",BRONX,NY,
1205395,"1083 LONGFELLOW AVE",BRONX,NY,
1205396,"1084-86 HOME STREET",BRONX,NY,
1205397,"1085 NELSON AVE",BRONX,NY,
1205398,"1085 WARBURTON AVE",YONKERS,NY,
1205399,"1085 WARBURTON AVENUE",YONKERS,NY,
1205400,"1085 WASHINGTON AVENUE",BRONX,NY,
1205401,"1086 HERKIMER STREET",BROOKLYN,NY,
1205402,"109 EAST 10TH STREET, AKA 111 EAST 10TH STREET","NEW YORK",NY,10003
1205403,"109 GOLD STREET",BROOKLYN,NY,
1205404,"109 GREENE STREET","NEW YORK",NY,
1205405,"109 HILLSIDE PLACE",EASTCHESTER,NY,
1205406,"109 ST MARKS PLACE","NEW YORK",NY,
1205407,"109 WEST 117TH STREET","NEW YORK",NY,10026
1205408,"109 WEST 225TH STREET","NEW YORK",NY,
1205409,"109 WEST 225TH STREET","NEW YORK",NY,
1205410,"109-08 JAMAICA AVENUE","RICHMOND HILL",NY,11418
1205411,"109-111 GREENE STREET","NEW YORK",NY,
1205412,"1090 FRANKLIN AVE",BRONX,NY,
1205413,"1091 PROSPECT AVE",BRONX,NY,
1205414,"1091 YONKERS AVE",YONKERS,NY,
1205415,"1097/1099 WALTON AVENUE",BRONX,NY,
1205416,"11 1/2 EAST 129TH STREET","NEW YORK",NY,
1205417,"11 BRONX RIVER ROAD",YONKERS,NY,
1205418,"11 BRUCKNER BLVD.",BRONX,NY,10454
